Obs,STU_ID,STRAT_ID,F1MATHSE,F1TXMBIR,F1TXM1IR,F2PS0601,F3TZCMTHGPA,F1A07B,F1A07E,F1S16A,F1S16B,F1S16C,F1S16D,F1S16E,F1S16F,F1S16G,F1S16H,F1S16I,F1S17A,F1S17B,F1S17C,F1S17D,F1S17E,F1S17F,F1S17G,F1S17H,F1S17I,F1S17J,F1S40N,F2B17A,F2B17B,F1SES1,F1RACE,F1SEX,F1MOTHED,F1FATHED,outcome,F2F1WT,F3F1PNLPSWT,Factor1,Factor2
5784,418206,418,-0.001,57.52,67.33,1,3.25,7,7,1,1,3,1,1,3,1,3,1,1,1,3,3,3,3,3,2,1,1,3,3,3,-0.17,7,2,4,2,1,127.071,114.643,0.0725,-0.03801
5785,418208,418,0.014,56.08,62.01,1,0.75,7,7,1,1,3,1,1,3,1,1,3,1,1,3,1,3,3,3,3,1,1,3,3,2,-0.05,1,2,6,3,1,129.506,138.809,0.03538,-0.05639
5786,418209,418,0.528,59.42,68.05,1,3,7,7,1,1,3,1,1,3,1,3,1,1,1,1,3,2,2,3,3,1,1,3,3,3,0.86,6,2,5,6,1,140.3,147.91,0.05761,-0.07315
5787,418210,418,-0.755,62.18,67.51,1,.,7,7,1,1,3,1,1,3,1,3,1,1,1,1,1,3,3,3,4,1,1,3,1,1,1.46,7,2,8,7,0,117.703,124.253,0.0697,-0.09432
5788,418211,418,.,47.8,.,1,3.5,.,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,1,7,2,6,6,0,0,0,-0.22516,-0.16943
5789,418212,418,.,55.72,56.84,1,3,7,7,1,1,3,1,1,3,1,3,1,1,1,3,3,3,3,1,1,0,3,3,3,3,1.25,7,2,8,8,0,136.666,124.907,0.03441,-0.03243
5790,418213,418,-0.242,53.89,60.53,1,4,7,7,1,1,3,1,1,3,1,3,1,1,1,3,3,3,2,2,1,1,1,3,2,2,1.27,7,2,6,7,1,120.682,111.343,0.03976,-0.03104
5791,418214,418,0.009,51.48,59.25,1,2,7,7,1,1,3,1,3,3,1,1,1,1,3,3,3,3,3,1,1,1,1,3,3,3,1.79,5,2,8,8,1,89.954,98.975,0.00286,0.02345
5792,418215,418,0.51,62.04,68.37,1,.,7,7,1,1,3,1,1,3,1,3,1,1,1,2,3,3,3,3,3,1,1,3,,2,1.16,7,2,6,7,1,128.261,105.782,0.08535,-0.05666
5793,418216,418,-0.755,46.33,53.07,1,2.5,7,7,1,1,3,1,1,3,1,1,3,1,1,1,3,2,2,3,1,1,3,3,1,1,1.04,7,2,5,7,1,122.493,102.593,0.01345,-0.05491
5794,418217,418,-1.252,40.53,46.55,2,4,7,7,1,1,3,1,1,3,1,3,1,1,2,3,3,3,3,1,1,1,1,3,3,3,0.86,7,2,6,6,0,125.832,148.145,0.03073,-0.00805
5795,418218,418,-0.265,62.51,70.74,1,4,7,7,1,1,3,1,1,3,1,3,1,1,1,1,3,2,2,3,3,3,1,3,3,1,0.75,7,2,6,8,0,119.473,133.267,0.06148,-0.05586
5796,418219,418,-1.297,54.59,58.44,1,2,7,7,1,1,3,1,1,3,1,3,1,1,1,1,3,3,3,3,3,1,1,3,3,3,1.13,7,2,3,8,0,124.167,0,0.08635,-0.06944
5797,418220,418,.,49.9,60.97,1,.,7,7,1,1,3,1,1,3,1,3,1,1,1,3,3,2,2,3,3,1,1,3,2,3,-0.51,7,2,2,5,1,166.976,187.297,0.0556,-0.0476
5798,418222,418,1.533,47.13,63.43,1,.,7,7,1,1,3,1,1,3,1,1,3,1,1,3,3,3,3,1,1,1,1,3,2,2,1.7,5,2,8,8,0,90.224,83.468,0.01587,-0.01729
5799,418223,418,1.27,44.49,51.17,1,0.75,7,7,4,1,3,1,1,3,1,3,1,1,3,3,3,2,2,1,1,1,1,3,3,1,0.88,2,2,6,5,1,117.18,108.165,-0.00859,0.05405
5800,418225,418,0.779,46.05,66.27,1,.,7,7,1,1,3,1,1,3,1,3,1,1,1,3,3,2,2,3,1,1,1,3,3,3,0.99,7,2,6,5,0,119.526,104.616,0.03191,-0.03585
5801,418226,418,-0.755,45.88,35.46,1,3,7,7,1,1,3,1,1,3,1,3,1,0,1,3,3,3,3,3,0,0,0,3,1,2,-0.2,5,2,5,5,0,97.717,88.877,0.05061,-0.05189
5802,418301,418,.,49.53,59.5,1,.,7,6,4,1,1,3,1,1,1,1,1,3,2,3,3,1,1,1,2,1,2,3,3,3,0.78,5,1,5,6,0,42.515,46.499,-0.10715,0.10363
5803,418302,418,.,46.96,56.76,1,1.5,7,6,3,1,3,3,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,3,2,2,0.01,2,2,6,6,0,22.302,16.988,-0.08974,0.07457
5804,418303,418,.,54.09,66.84,1,3,7,6,4,1,1,3,1,3,1,1,1,1,3,3,3,3,3,1,1,1,1,3,2,3,0.16,7,1,3,3,0,124.897,89.11,-0.02734,0.09407
5805,418304,418,.,55.87,64.06,2,0,7,6,4,1,1,3,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,3,3,3,0.37,5,2,3,7,0,101.32,87.943,-0.12461,0.12523
5806,418305,418,.,53.38,62.52,1,.,7,6,4,1,1,3,4,1,1,1,1,1,3,3,3,2,1,1,2,1,1,3,2,2,1.11,7,2,7,7,0,117.163,91.762,-0.08797,0.09994
5807,418307,418,.,55.38,67.79,2,2,7,6,3,3,3,3,1,1,1,3,1,3,3,3,3,1,1,1,1,3,1,3,2,2,-0.09,5,1,5,3,0,53.206,43.342,-0.06934,0.13015
5808,418308,418,.,59.57,59.56,1,3,7,6,4,1,1,3,1,3,1,1,1,1,3,3,3,2,1,1,2,1,1,2,3,2,0.44,7,1,3,8,0,140.649,83.989,-0.05298,0.0814
5809,418311,418,.,26.05,32.9,2,1.75,7,6,3,1,1,3,1,1,1,1,1,3,4,3,1,1,1,1,1,1,1,3,2,2,0.07,7,2,4,4,0,54.522,50.748,-0.15707,0.10526
5810,418313,418,.,57.44,67.82,1,4,7,6,3,3,3,3,1,3,3,3,1,1,3,3,3,3,3,1,1,1,1,3,3,2,1.45,5,1,7,8,1,50.017,39.935,0.02915,0.10448
5811,418314,418,.,37.53,38.96,2,3,7,6,4,1,1,3,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,3,3,2,-0.02,5,2,3,3,1,47.127,45.433,-0.12461,0.12523
5812,418316,418,.,50.61,59.12,2,2.5,7,6,4,1,1,3,1,3,1,1,1,1,3,3,3,2,1,1,2,1,1,3,3,3,0.42,2,1,6,6,0,23.858,36.424,-0.05298,0.0814
5813,418317,418,.,56.87,62.6,1,.,7,6,3,1,1,3,1,3,1,1,1,1,3,3,3,1,3,1,1,1,1,3,3,3,0.17,5,2,5,3,1,49.323,50.816,-0.06571,0.07612
5814,418319,418,.,51.22,55.84,1,3.25,7,6,4,3,4,1,3,4,4,1,1,4,3,3,3,4,4,1,1,2,0,3,2,2,1.36,7,1,6,8,1,126.981,0,0.0576,0.17953
5815,419106,419,0.773,42.39,60.65,1,3,6,5,1,1,4,1,2,3,1,3,1,1,1,3,3,3,2,3,3,1,1,3,3,3,-0.08,7,1,4,2,1,99.57,112.63,0.08759,-0.04233
5816,419109,419,1.811,63.23,78.11,1,4,6,5,3,4,4,1,1,3,1,3,1,1,1,3,3,2,2,3,2,1,1,3,2,2,0.7,3,1,7,6,1,101.125,132.506,0.05861,0.00789
5817,419113,419,.,63.51,69.49,,3.25,6,5,2,1,3,1,1,3,1,3,1,1,1,1,3,3,2,2,3,1,1,3,,,0.94,2,1,6,6,1,0,54.243,0.0638,-0.05165
5818,419114,419,0.528,60.24,71.7,1,.,6,5,1,1,4,1,1,3,1,3,1,1,1,3,3,3,2,0,3,1,1,3,2,2,1.06,2,1,6,6,0,73.931,71.499,0.05201,-0.03445
5819,419118,419,1.27,54.22,62.99,1,4,6,5,2,1,4,1,1,3,1,1,1,1,1,3,3,3,1,1,1,1,1,3,3,2,-0.72,5,1,1,2,0,114.638,109.883,0.00962,-0.00677
5820,419120,419,-0.755,44.73,61.52,1,2,6,5,1,2,3,1,1,3,1,1,2,1,1,3,3,4,1,1,1,1,1,3,2,2,0.4,7,1,6,6,0,100.734,109.951,0.02017,-0.01742
5821,419201,419,1.811,49.96,59.44,1,.,6,5,2,1,4,1,1,3,1,3,1,1,1,3,3,3,1,3,1,1,1,3,3,3,1.04,7,1,7,6,0,74.751,81.777,0.05441,-0.02161
5822,419205,419,0.516,53.22,62.35,1,.,6,5,2,1,3,1,1,3,1,3,1,1,1,3,3,2,2,3,1,1,1,3,3,3,0.25,5,1,3,4,1,78.203,74.272,0.03026,-0.01915
5823,419206,419,0.528,72.25,70.82,1,.,6,5,2,1,3,1,1,3,1,3,1,0,0,3,1,2,2,3,3,0,0,3,3,3,0.34,7,1,1,3,1,78.681,64.868,0.03285,-0.09126
5824,419210,419,.,57.42,.,,.,.,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.16,7,1,6,7,0,0,0,-0.22516,-0.16943
5825,419211,419,1.811,58.39,65.52,1,2.75,6,5,2,1,3,1,1,3,1,3,1,1,1,3,3,3,3,3,1,1,1,3,3,3,0.53,7,1,3,3,1,72.601,0,0.059,-0.01544
5826,419212,419,.,55.7,63,1,1,6,5,2,1,4,1,1,3,1,1,1,1,1,3,3,3,1,3,1,1,1,3,2,3,0.03,7,1,3,2,1,137.906,140.605,0.03394,-0.01512
5827,419214,419,.,69.09,78.19,1,2.75,6,5,2,1,3,1,1,3,1,3,1,1,1,1,3,3,1,3,3,1,3,3,2,2,0.3,7,1,6,2,1,140.591,127.896,0.06722,-0.05892
5828,419215,419,1.008,66.2,69.29,1,4,6,5,2,1,3,1,1,3,1,3,1,1,1,3,3,3,1,3,1,1,1,3,3,3,0.13,7,1,2,2,0,82.736,69.819,0.04153,-0.02161
5829,419216,419,1.533,54.64,78.75,1,3,6,5,2,1,3,1,1,3,1,3,1,1,1,3,2,3,2,3,3,1,1,3,3,2,1.21,7,1,6,7,1,76.915,60.957,0.0597,-0.03977
5830,419217,419,.,63.94,59.77,1,2,6,5,3,1,1,3,1,3,1,1,1,1,1,3,3,2,3,3,1,1,1,3,3,1,0.51,6,1,3,5,0,79.298,70.213,-0.01016,0.03694
5831,419218,419,1.564,48.22,52.08,,3,6,5,1,0,3,0,0,3,0,3,0,0,0,1,1,3,0,1,0,0,0,3,,,0.46,2,1,6,6,0,0,84.037,-0.02358,-0.14943
5832,419220,419,.,40.25,50.94,,.,6,5,2,1,3,1,1,3,1,3,1,1,1,3,3,3,1,3,1,1,1,3,,,0.74,7,1,3,7,0,0,132.231,0.04153,-0.02161
5833,419221,419,-0.504,40.48,39.26,2,.,6,5,3,2,3,1,1,3,1,3,1,3,3,3,3,3,3,3,1,1,1,3,3,3,0.95,7,1,6,6,1,74.92,88.768,0.04042,0.07209
5834,419223,419,0.777,44.2,61.71,1,.,6,5,2,1,3,1,1,3,1,1,1,1,3,3,3,1,1,3,1,1,1,3,3,3,0.66,7,1,3,6,0,73.92,161.28,-0.03019,0.01509
5835,419224,419,.,48.23,59.61,1,4,6,5,2,1,4,1,1,3,1,1,1,1,1,3,3,3,1,3,1,1,1,3,2,3,0.59,7,1,3,6,0,146.832,211.162,0.03394,-0.01512
5836,419225,419,.,56.45,63.93,1,1.75,6,5,3,1,3,1,1,3,1,3,1,1,1,3,0,3,1,3,1,1,1,3,2,2,1.12,7,1,6,7,0,136.884,126.491,-0.00287,-0.03342
5837,419229,419,-0.013,43.07,49.98,1,2,6,5,2,1,4,1,1,3,1,1,1,1,1,3,3,3,2,1,1,1,1,3,3,3,0.27,5,1,4,4,0,75.918,67.041,0.01836,-0.00368
5838,419230,419,0.773,41.08,49.31,,2,6,5,2,3,3,1,1,3,1,1,1,1,1,3,3,3,1,3,1,1,1,3,,,-0.05,5,1,2,2,0,0,63.726,0.02458,-0.00429
5839,419231,419,1.27,52.54,63.98,1,1,6,5,1,2,3,0,0,3,0,3,0,1,1,3,3,3,0,3,0,0,0,3,3,3,0.88,7,1,6,5,1,74.065,66.88,0.02141,-0.06969
5840,420101,420,0.483,52.67,57.95,1,.,6,6,1,4,3,1,1,3,1,1,3,1,1,3,3,3,1,3,1,1,1,3,2,3,0.81,7,2,6,5,0,80.257,79.748,0.028,-0.01558
5841,420102,420,.,52.68,54.93,1,4,6,6,3,1,1,3,1,3,3,1,1,1,3,3,3,1,3,1,1,1,1,3,3,3,0.73,7,2,5,6,1,82.459,90.009,-0.06061,0.09891
5842,420103,420,-0.248,60.02,64.94,1,3,6,6,1,1,4,1,1,3,1,1,4,1,1,1,3,3,2,3,3,1,1,3,3,3,0.93,7,2,5,7,1,89.309,159.034,0.07002,-0.06603
5843,420104,420,0.25,41.24,46.41,2,1.5,6,6,1,3,3,1,3,3,1,1,1,1,1,3,3,3,1,1,1,2,2,3,2,2,1.02,7,2,3,8,1,81.156,73.24,0.00208,0.00529
5844,420107,420,-1.046,60.46,67.95,1,2,6,6,1,1,3,1,1,3,1,3,3,1,1,3,3,3,1,3,1,1,1,2,2,2,0.66,5,1,5,6,0,99.584,211.061,0.04318,-0.0383
5845,420108,420,-1.002,71.43,74.01,1,.,6,6,1,1,3,1,1,3,1,3,3,1,1,3,3,3,3,3,2,1,3,3,3,3,1.14,7,2,6,6,0,80.685,76.986,0.0725,-0.03801
5846,420109,420,0.747,54.41,68.91,2,2.5,6,6,1,1,3,1,1,3,1,3,3,1,1,1,3,3,1,3,1,1,3,3,3,2,0.98,7,2,6,6,0,83.492,74.103,0.04519,-0.06386
5847,420110,420,-0.013,64.05,73.1,1,3,6,6,1,1,4,1,1,3,1,1,3,1,1,1,3,3,2,3,3,1,1,3,3,3,1.14,2,2,6,7,1,83.557,86.889,0.07002,-0.06603
5848,420112,420,0.528,65.8,74.82,1,.,6,6,1,1,4,1,1,3,1,1,3,1,1,3,3,2,2,3,1,1,1,3,3,3,1.24,7,1,7,7,1,92.407,81.489,0.02432,-0.02936
5849,420113,420,1.27,61.76,71.87,1,4,6,6,1,3,3,1,1,3,1,3,1,1,1,3,3,3,1,1,1,1,4,3,3,3,1.21,7,2,7,7,0,81.712,92.629,0.02239,-0.01914
5850,420115,420,.,64.19,69.45,1,.,6,6,3,1,1,3,1,3,1,1,3,1,3,3,3,3,3,1,1,1,1,3,2,2,1.2,6,1,6,8,1,85.208,73.461,-0.02569,0.07738
5851,420116,420,0.773,48.77,52.8,0,.,6,6,1,1,3,1,3,3,1,1,3,1,1,3,3,3,1,1,1,2,2,3,2,1,0.33,7,2,6,6,0,88.047,77.734,-0.00145,-0.00553
5852,420117,420,0.528,53.72,57.63,1,2.25,6,6,1,3,3,1,1,3,1,1,3,1,1,3,3,3,2,1,1,1,2,3,2,1,1.36,7,1,6,8,0,86.45,80.644,0.01066,-0.00955
5853,420201,420,-0.264,37.19,45.48,1,3.75,.,6,1,1,3,1,1,3,1,1,3,1,1,3,3,3,1,1,1,1,3,3,2,2,1.14,7,2,7,6,0,60.161,59.833,-0.0016,-0.02346
5854,420202,420,0.773,59.39,68.56,1,4,.,6,1,1,3,1,1,3,1,3,1,1,1,1,3,2,2,3,3,1,1,3,3,1,-0.61,7,2,2,2,1,62.836,57.155,0.05761,-0.07315
5855,420203,420,1.811,60.13,75.18,1,3,.,6,1,1,3,1,1,4,1,3,1,1,1,3,3,3,2,3,1,1,1,3,3,3,0.23,7,1,2,7,1,85.878,51.379,0.06808,-0.03753
5856,420204,420,0.761,55.03,61.86,1,2.25,.,6,1,1,4,1,1,3,1,3,3,1,1,3,3,3,2,2,1,1,1,3,2,2,0.53,7,1,6,5,1,62.575,0,0.05264,-0.03105
5857,420205,420,-0.504,65.56,65.18,1,3.75,.,6,1,1,4,1,1,3,1,1,1,1,1,3,3,2,2,2,3,3,1,3,3,3,1.44,5,2,6,8,0,60.684,59.528,0.03972,-0.01963
5858,420206,420,1.811,69.33,71.86,1,3.75,.,6,1,1,3,1,1,3,1,3,1,1,1,3,3,1,1,3,3,1,1,3,3,3,0.78,7,1,5,6,1,66.266,79.474,0.02685,-0.05131
5859,420208,420,0.265,51.79,70.87,1,3.75,.,6,1,3,3,1,1,3,1,3,1,1,1,3,3,1,3,3,1,1,1,3,3,3,0.95,7,1,6,6,1,64.775,58.878,0.02416,-0.02257
5860,420209,420,0.483,63.86,70.31,1,2.75,.,6,1,1,3,1,1,3,1,3,1,1,1,3,3,3,3,3,3,1,1,3,2,2,0.2,7,1,6,3,1,65.683,60.896,0.08434,-0.04388
5861,420210,420,1.811,74.19,77.52,1,3.75,.,6,1,1,3,1,1,4,1,3,1,1,1,3,3,2,2,3,3,1,1,3,3,3,0.89,7,1,6,6,1,61.736,64.314,0.07175,-0.04991
5862,420214,420,.,34.55,48.37,0,1.75,.,6,1,2,4,1,1,3,1,1,1,1,1,3,1,3,1,1,1,3,1,3,2,2,0.04,7,2,6,2,1,61.283,66.715,-0.01159,-0.01976
5863,420215,420,-0.543,32.37,36.12,1,.,.,6,1,1,4,1,1,3,1,1,1,1,1,3,3,3,2,1,1,1,1,3,2,2,0.7,7,2,6,6,0,59.369,62.538,0.02001,-0.02038
5864,420216,420,0.003,47.33,55.44,1,4,.,6,3,1,3,2,1,4,1,1,2,1,1,3,3,3,4,1,1,1,1,3,2,2,0.28,7,2,5,5,1,60.155,52.4,0.03682,0.03178
5865,420217,420,-0.755,61.63,47.2,1,3,.,6,3,3,3,3,3,3,1,2,3,1,1,3,3,3,2,2,1,1,1,3,1,2,-0.22,7,2,2,2,1,69.27,52.389,0.02669,0.0555
5866,421101,421,-1.542,58.82,69.78,2,.,5,5,1,1,3,1,1,3,1,2,1,1,1,3,3,3,1,1,1,1,1,3,2,2,1.14,7,2,6,6,0,80.262,67.362,0.00863,-0.02671
5867,421103,421,-1.788,53.95,39.28,1,2.25,5,5,1,1,3,1,1,4,1,3,1,1,1,1,3,4,1,1,1,1,1,3,2,2,0.16,3,2,3,3,0,77.328,77.033,0.05704,-0.05719
5868,421106,421,.,57.83,.,1,3.5,.,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,0.38,2,2,2,6,1,0,0,-0.22516,-0.16943
5869,421107,421,0.528,54.58,64.77,1,4,5,5,1,1,3,1,1,3,1,3,1,1,1,1,3,3,3,3,3,1,1,3,2,3,1.03,7,2,6,6,0,82.162,69.173,0.08635,-0.06944
5870,421110,421,.,39.74,.,0,3.25,.,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,,0.37,2,2,4,6,0,0,0,-0.22516,-0.16943
5871,421111,421,-0.51,58.36,65.9,1,3.75,5,5,1,1,3,1,4,1,3,1,1,1,1,3,3,3,3,3,1,1,1,3,2,3,0.28,7,2,4,4,1,82.946,67.669,0.0103,0.0157
5872,421113,421,.,37.14,63.34,1,2.25,.,6,3,3,3,1,1,1,3,1,1,3,3,3,3,3,3,1,1,1,1,3,2,2,0.48,7,2,4,6,1,67.357,59.433,-0.02982,0.11976
5873,421116,421,0.761,51.86,44.18,1,3.75,5,5,1,1,3,1,1,3,1,1,1,1,1,3,3,3,3,1,1,1,1,3,2,2,0.63,7,2,5,5,1,84.329,67.993,0.01587,-0.01729
5874,421117,421,1.27,45.4,57.88,1,.,5,5,3,1,3,1,1,3,1,3,1,1,1,3,3,2,2,3,1,1,1,3,3,3,-0.18,7,2,2,4,1,81.922,77.931,0.0286,-0.00246
5875,421121,421,.,60.5,58.42,2,.,5,5,1,1,3,1,1,3,1,1,1,1,1,3,3,2,2,1,1,1,1,2,2,2,1.18,6,1,7,6,1,71.78,56.42,-0.01287,-0.021
5876,421201,421,-0.51,44,55.94,1,3,6,6,1,1,3,1,1,3,1,3,3,1,1,3,3,2,2,3,1,1,1,3,3,3,0.52,5,2,2,6,1,129.155,152.183,0.03191,-0.03585
5877,421205,421,-0.51,54.04,59.15,1,.,6,6,1,1,3,1,3,3,1,3,1,1,1,3,3,3,1,3,1,1,1,3,2,2,0.61,5,2,6,6,1,125.45,169.517,0.0414,-0.02902
5878,421207,421,-2.039,42.9,53.93,1,.,6,6,4,1,3,1,1,3,1,3,3,1,1,3,3,3,1,3,1,1,1,3,1,1,1.27,5,2,7,7,0,131.089,126.827,0.03822,0.01178
5879,421209,421,1.27,68.89,76.16,1,4,6,6,1,1,4,1,1,3,1,3,1,1,1,1,3,2,2,3,4,1,1,3,3,3,0.77,7,2,4,6,0,110.99,120.492,0.08233,-0.07903
5880,421211,421,.,43.89,49.51,2,4,.,6,3,1,3,1,1,1,1,3,1,1,1,3,3,3,1,1,1,1,1,3,3,3,0.38,5,2,2,7,1,132.141,168.951,-0.01675,0.00806
5881,421212,421,1.024,50.59,61.24,1,3,6,6,1,1,4,1,1,3,1,3,1,1,1,3,3,3,3,3,1,1,1,3,3,3,1.42,6,2,6,8,1,112.656,101.037,0.07353,-0.03213
5882,421213,421,-1.297,41.58,45.21,1,3,6,6,1,3,3,1,3,3,1,1,1,1,1,3,3,3,1,3,1,1,1,3,3,2,0.76,7,2,3,6,0,114.241,135.27,0.02445,-0.01171
5883,421214,421,0.003,54.04,51.11,1,.,6,6,1,1,3,1,1,3,1,3,3,1,1,3,3,3,1,3,1,1,1,3,3,2,-0.11,6,2,5,5,0,60.368,53.811,0.04318,-0.0383
5884,421216,421,1.024,56.09,62.9,0,.,6,6,1,1,4,1,1,3,1,3,1,1,1,3,3,3,3,3,1,1,1,3,3,2,0.51,6,2,4,6,1,59.619,52.712,0.07353,-0.03213
5885,421217,421,-1.033,53.22,55.44,,1.75,6,6,4,1,3,1,3,3,1,3,3,1,1,3,3,2,2,3,1,1,1,3,,,1.55,6,2,8,7,1,0,62.473,0.02517,0.02352
5886,421219,421,.,50.13,.,1,2.75,.,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,1.12,7,2,6,6,0,0,0,-0.22516,-0.16943
5887,422101,422,0.238,47.5,54.89,2,3,6,6,1,1,3,1,3,3,1,3,1,1,1,3,3,3,3,1,1,1,1,3,3,2,0.43,7,2,2,4,0,85.628,74.15,0.03456,-0.0145
5888,422102,422,1.037,68.66,74.54,1,.,6,6,1,1,3,1,3,3,2,3,1,1,1,3,3,3,2,2,3,1,1,3,2,2,1.43,5,1,7,7,1,24.656,22.418,0.06422,-0.02212
5889,422103,422,0.529,56.9,61.14,,1.75,6,6,1,1,3,1,3,3,1,3,1,1,1,3,3,3,2,2,1,1,3,3,,,0.42,7,2,2,5,0,0,80.507,0.03798,-0.02176
5890,422104,422,.,68.31,72.36,1,3.25,.,6,1,1,3,1,3,3,1,3,1,1,1,3,3,3,3,3,3,1,1,3,3,3,1.41,5,2,8,6,1,24.071,27.281,0.08256,-0.0346
5891,422105,422,0.533,29.58,42.36,2,2.25,6,6,1,1,3,1,3,3,1,1,1,1,3,3,3,3,1,1,1,1,1,3,3,1,0.43,5,2,8,3,0,24.278,22.628,-0.01461,0.01728
5892,422110,422,-0.259,55.84,65.21,2,2,6,6,1,1,3,1,3,3,1,1,3,1,1,4,3,3,1,1,1,1,3,3,3,2,1.14,5,2,7,6,0,23.945,24.105,-0.00439,-0.0014
5893,422116,422,0.528,39.02,52.17,1,.,6,6,1,1,3,1,3,3,1,3,3,1,1,3,3,3,3,1,1,1,1,3,2,2,0.45,5,2,3,7,1,24.993,23.168,0.03456,-0.0145
5894,422118,422,1.566,54.11,65.49,1,3.5,6,6,1,1,3,1,3,3,1,3,3,1,1,3,3,3,3,1,1,1,1,3,3,2,-0.1,7,2,3,1,0,84.564,73.185,0.03456,-0.0145
5895,422119,422,0.232,59.96,64.32,1,4,6,6,1,1,3,1,3,4,1,3,1,1,1,3,3,3,2,1,3,1,2,3,3,3,0.31,7,2,6,2,1,83.499,77.614,0.06567,-0.03165
5896,422120,422,0.528,55.68,66.63,1,2,6,6,1,1,3,1,3,3,1,3,1,1,1,3,3,3,3,1,1,1,1,3,3,2,1.36,7,2,6,8,0,81.382,76.876,0.03456,-0.0145
5897,422121,422,0.019,68.57,69.22,1,3.75,6,6,1,1,3,1,1,4,2,3,1,1,1,1,3,3,2,2,3,1,3,3,3,2,1.29,2,1,6,7,1,84.169,70.906,0.08416,-0.05927
5898,422122,422,.,58.61,.,0,3.25,.,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,2,-0.11,7,1,7,3,1,0,0,-0.22516,-0.16943
5899,422123,422,0.259,38.08,47.63,1,3.5,6,6,1,1,3,1,3,3,1,3,3,1,1,3,3,3,2,1,1,1,1,3,3,3,0.78,7,2,6,6,1,77.675,105.465,0.02582,-0.01759
5900,422125,422,1.811,50.17,51.34,1,3,6,6,1,1,3,1,3,3,1,3,3,1,3,3,3,3,1,1,1,1,1,3,3,3,1.03,7,2,6,6,0,79.758,0,0.00586,0.01078
5901,422126,422,-0.013,62.58,67.67,1,.,6,6,1,1,3,1,1,4,1,3,3,1,1,3,3,3,2,2,3,1,1,2,3,2,1.53,7,1,7,8,0,86.758,0,0.07961,-0.04511
5902,422127,422,.,33.1,40.74,2,2.5,.,6,1,1,3,1,3,3,1,1,1,1,3,3,3,2,1,1,1,1,1,3,3,2,0.53,5,2,5,4,1,23.918,32.159,-0.03462,0.01665
5903,422201,422,1.811,40.78,58.11,1,.,7,6,3,1,3,1,3,1,1,1,1,1,1,3,3,3,3,1,1,1,1,,1,1,0.72,7,1,6,5,0,184.04,187.392,-0.02153,0.03001
5904,422203,422,.,67.99,75.24,1,2.5,7,6,4,3,3,1,1,3,1,3,1,1,1,1,3,3,3,3,3,1,1,3,3,3,0.28,7,1,6,2,0,177.465,138.196,0.08491,-0.00854
5905,422204,422,0.763,69.67,73.19,1,4,7,6,1,1,4,1,1,3,1,1,1,1,1,1,3,3,1,3,3,1,1,3,2,3,0.95,7,2,6,6,1,160.779,178.661,0.06128,-0.06912
5906,422205,422,1.27,30.84,47.29,1,2,7,6,0,0,0,0,0,0,0,0,0,1,3,3,3,3,1,1,1,1,1,3,2,2,0.69,7,1,6,6,1,166.456,0,-0.11129,-0.03484
5907,422206,422,1.811,40.8,58.24,1,2,7,6,1,1,4,1,1,4,1,1,4,1,1,3,3,3,3,1,1,1,1,3,3,2,0.12,5,1,3,1,1,55.094,78.566,0.04491,-0.0196
5908,422207,422,0.281,65.54,73.63,1,4,7,6,1,1,3,1,1,3,1,3,3,1,1,1,1,2,2,3,4,1,1,3,3,3,1.79,5,2,8,8,0,51.122,49.789,0.04095,-0.09803
5909,422208,422,0.485,47.5,62.31,1,2.75,7,6,1,2,4,0,0,3,0,0,0,1,3,3,3,3,1,1,1,1,1,3,3,3,0.54,7,2,3,6,0,154.577,190.485,-0.00945,-0.01429
5910,422209,422,1.811,76.45,79.2,1,3.25,7,6,1,1,3,1,1,3,1,3,1,1,1,1,1,2,2,3,3,1,3,2,3,2,1.36,5,1,7,7,0,53.422,50.837,0.02911,-0.09216
5911,422210,422,0.528,39.98,56.75,1,3.75,7,6,3,1,3,1,1,3,1,3,1,1,1,3,3,3,3,1,1,1,1,3,2,2,-0.11,3,2,4,2,1,107.45,126.728,0.03304,0.00961
5912,422211,422,1.811,75.43,74.22,1,3,7,6,1,1,3,1,3,3,1,1,1,1,1,3,3,2,2,3,3,1,1,3,3,3,0.88,5,1,6,8,1,53.162,0,0.03335,-0.03182
5913,422212,422,-0.259,69.57,77.48,1,3,7,6,1,1,4,1,1,4,1,1,1,1,1,1,3,3,1,3,3,1,1,3,3,3,0.85,5,2,7,5,0,50.707,50.498,0.07744,-0.07143
5914,422213,422,0.25,44.29,62.71,1,.,7,6,1,1,3,1,1,4,1,1,1,1,1,1,3,3,1,3,3,1,1,3,3,3,1.56,5,2,6,8,0,150.095,154.562,0.06456,-0.07143
